"","Age","Temperature"
"573",0.704,1.08417205777866
"574",0.705,1.08597770421579
"575",0.7078,1.09133772300189
"576",0.708,1.09173705466281
"577",0.712,1.1001544881887
"578",0.713,1.10237982681266
"579",0.715,1.10696428046755
"580",0.716,1.10932013696021
"581",0.7165,1.11051327388769
"582",0.72,1.11912984632091
"583",0.723,1.12684709405691
"584",0.7235,1.12815972956984
"585",0.724,1.12947939291135
"586",0.725,1.1321389220678
"587",0.7269,1.13726124942685
"588",0.728,1.14026464103709
"589",0.73,1.14578808459544
"590",0.7304,1.14690158259289
"591",0.732,1.15138141234243
"592",0.7339,1.15674787583892
"593",0.734,1.15703153119929
"594",0.736,1.16272548000637
"595",0.739,1.17132002966605
"596",0.74,1.17419269802661
"597",0.7409,1.17677912368146
"598",0.743,1.18281124672685
"599",0.744,1.1856788605032
"600",0.7448,1.18796920165101
"601",0.745,1.18854116240208
"602",0.7478,1.19652154272032
"603",0.748,1.19708969895863
"604",0.7513,1.20643047616091
"605",0.752,1.20840403046809
"606",0.7548,1.21627277920422
"607",0.755,1.21683334645485
"608",0.756,1.21963334919574
"609",0.757,1.22242878309101
"610",0.758,1.22521979960523
"611",0.7583,1.22605629612805
"612",0.76,1.23078938859723
"613",0.761,1.23356836000555
"614",0.7618,1.23578886447095
"615",0.763,1.23911540883041
"616",0.764,1.24188390548285
"617",0.7653,1.24547830903347
"618",0.766,1.24741173543597
"619",0.7671,1.25044725386194
"620",0.768,1.25292855841851
"621",0.769,1.25568328936714
"622",0.772,1.26393506277709
"623",0.7741,1.26970213716039
"624",0.775,1.27217192490499
"625",0.776,1.2749151114604
"626",0.7778,1.27985064482635
"627",0.78,1.28588045736306
"628",0.784,1.29684277890338
"629",0.7848,1.29903589994358
"630",0.788,1.30781378801958
"631",0.79,1.31330620284269
"632",0.791,1.31605478729257
"633",0.792,1.31880519891461
"634",0.793,1.32155761433312
"635",0.796,1.32982873235093
"636",0.7966,1.33148575791636
"637",0.7977,1.3345263215111
"638",0.7994,1.33923273937181
"639",0.8,1.34089607982097
"640",0.8035,1.35062515126955
"641",0.804,1.35201895903005
"642",0.805,1.35480971835509
"643",0.806,1.35760485420749
"644",0.807,1.36040459225021
"645",0.808,1.36320904979469
"646",0.8082,1.36377053592371
"647",0.811,1.37165281164171
"648",0.812,1.3744781188366
"649",0.816,1.38583782113666
"650",0.8182,1.39212856495072
"651",0.82,1.39729992930262
"652",0.822,1.40307299853082
"653",0.824,1.40887607873048
"654",0.8253,1.41266485912754
"655",0.828,1.42057802510674
"656",0.832,1.43241745955685
"657",0.8347,1.4404927177964
"658",0.836,1.44440609974921
"659",0.84,1.45655564305933
"660",0.843,1.46578046424578
"661",0.844,1.46887781107389
"662",0.8478,1.48075443976951
"663",0.848,1.48138432188318
"664",0.851,1.49089221878285
"665",0.852,1.4940868701708
"666",0.8527,1.49633084105202
"667",0.856,1.50699718823247
"668",0.8598,1.5194650534903
"669",0.86,1.52012692818618
"670",0.8623,1.5277804699412
"671",0.864,1.53348785403295
"672",0.865,1.5368655670786
"673",0.8678,1.54640552065764
"674",0.868,1.54709165159119
"675",0.872,1.56095005174555
"676",0.873,1.56445573966307
"677",0.876,1.57507031307158
"678",0.8781,1.58258507067642
"679",0.88,1.58944211453217
"680",0.8812,1.59380048485262
"681",0.884,1.60405068334047
"682",0.8843,1.60515545891683
"683",0.887,1.61515360438415
"684",0.888,1.61888124213072
"685",0.89,1.62637516813214
"686",0.8904,1.62788001092812
"687",0.892,1.63391903482199
"688",0.893,1.63770914929664
"689",0.896,1.64914930945132
"690",0.8966,1.65144956587957
"691",0.897,1.6529852218444
"692",0.9,1.66455727503715
"693",0.902,1.67232328697907
"694",0.9031,1.6766112860955
"695",0.904,1.68012817592213
"696",0.9058,1.68718429406879
"697",0.908,1.69584724152264
"698",0.9089,1.69940295628218
"699",0.909,1.69979844761324
"700",0.911,1.7077249069987
"701",0.9119,1.71130191859243
"702",0.912,1.71169970885421
"703",0.9134,1.71727687800119
"704",0.915,1.7236677595512
"705",0.916,1.727670827245
"706",0.9186,1.73810867507765
"707",0.92,1.74374580027028
"708",0.9237,1.75869484389426
"709",0.924,1.75990990430563
"710",0.9276,1.77452155868756
"711",0.928,1.77614833710428
"712",0.929,1.780217826666
"713",0.9312,1.78918266170383
"714",0.932,1.79244632630418
"715",0.9336,1.79897891328915
"716",0.936,1.80878914930794
"717",0.939,1.82106678426847
"718",0.94,1.82516201056155
"719",0.9404,1.82680037326994
"720",0.944,1.84155012363274
"721",0.9464,1.85138421033717
"722",0.948,1.85793877965339
"723",0.95,1.86612867879843
"724",0.9517,1.87308587642201
"725",0.952,1.87431315530648
"726",0.953,1.87840279661965
"727",0.9549,1.88616727795501
"728",0.956,1.89065851647166
"729",0.958,1.89881571234271
"730",0.96,1.90696010491568
"731",0.962,1.91508985185582
"732",0.964,1.92320313103488
"733",0.9641,1.92360833696847
"734",0.9661,1.93170230641174
"735",0.967,1.93533810551133
"736",0.968,1.93937283887256
"737",0.9705,1.94943511564317
"738",0.971,1.95144312252563
"739",0.972,1.95545445833268
"740",0.9738,1.96265853629078
"741",0.976,1.9714332521883
"742",0.9776,1.97779265055793
"743",0.98,1.98729441205011
"744",0.9809,1.99084545120443
"745",0.984,2.00302319676193
"746",0.9852,2.00771380581108
"747",0.988,2.0186048149965
"748",0.989,2.02247552180134
"749",0.992,2.0340245391124
"750",0.9926,2.03632262487224
"751",0.996,2.04926523407973
"752",0.9973,2.05417490288878
"753",1,2.06429503238535
"754",1.0014,2.06949868009241
"755",1.0033,2.07650916000108
"756",1.004,2.07907627648584
"757",1.005,2.08272835397767
"758",1.0073,2.09105699115663
"759",1.008,2.0935713269699
"760",1.0097,2.09963580879758
"761",1.01,2.10069974387946
"762",1.012,2.10774247476464
"763",1.013,2.11123024432363
"764",1.014,2.11469485755009
"765",1.016,2.12155213668366
"766",1.0165,2.12325103273853
"767",1.018,2.1283096070791
"768",1.0191,2.13198199043281
"769",1.02,2.13496259246926
"770",1.0216,2.14020658600229
"771",1.022,2.14150636427601
"772",1.024,2.14793624187498
"773",1.0241,2.14825466523068
"774",1.0249,2.15079125653079
"775",1.026,2.15424746784234
"776",1.0276,2.15920790725942
"777",1.028,2.16043541216325
"778",1.0299,2.1661954063197
"779",1.031,2.16947574634678
"780",1.032,2.17242242616093
"781",1.0336,2.17706540468863
"782",1.0343,2.17906842049966
"783",1.035,2.18105393181791
"784",1.0356,2.18274175705492
"785",1.036,2.18385962788161
"786",1.0373,2.18745208230999
"787",1.038,2.18936032265821
"788",1.04,2.19470941927424
"789",1.0409,2.19706582345523
"790",1.044,2.20493408884459
"791",1.048,2.21449604618909
"792",1.0481,2.2147262628572
"793",1.0517,2.22271804476389
"794",1.052,2.22335751967079
"795",1.054,2.22751387116339
"796",1.056,2.23148096668355
"797",1.0569,2.23320317574598
"798",1.06,2.23882868556115
"799",1.0609,2.24037117448728
"800",1.0628,2.24349037594513
"801",1.064,2.24536299818057
"802",1.0659,2.24817101997809
"803",1.068,2.25104631817717
"804",1.0694,2.25282745350739
"805",1.072,2.25584093447597
"806",1.073,2.25689632697883
"807",1.074,2.25789323907218
"808",1.076,2.259709227836
"809",1.0778,2.26113770315814
"810",1.078,2.26128422014738
"811",1.08,2.262613493574
"812",1.084,2.2645161272779
"813",1.087,2.26526311248384
"814",1.0873,2.26530503965513
"815",1.088,2.26537946153851
"816",1.092,2.2651658085257
"817",1.0921,2.26514634438048
"818",1.093,2.26493971367394
"819",1.0947,2.2643937995828
"820",1.096,2.26383756819124
"821",1.0991,2.26201755550668
"822",1.1,2.2613570393414
"823",1.1017,2.25994466920599
"824",1.103,2.25871781185167
"825",1.104,2.25768658297865
"826",1.106,2.25539587418533
"827",1.1071,2.25400889515114
"828",1.108,2.25280858689745
"829",1.1106,2.24901869465631
"830",1.111,2.24839414215189
"831",1.112,2.24678555446034
"832",1.116,2.23970000601021
"833",1.117,2.23777229751723
"834",1.12,2.23163452883374
"835",1.1237,2.22337312727826
"836",1.124,2.22267160675537
"837",1.1275,2.21415781798871
"838",1.128,2.21289385497973
"839",1.1293,2.2095543770835
"840",1.132,2.20238373526916
"841",1.1331,2.19937603459741
"842",1.136,2.19122382855739
"843",1.1375,2.18688818757212
"844",1.14,2.1794966624029
"845",1.1433,2.16945326287089
"846",1.144,2.16728480269998
"847",1.145,2.16416578183967
"848",1.1472,2.15722180430845
"849",1.148,2.15467079008382
"850",1.15,2.14823875847499
"851",1.1505,2.14661948266217
"852",1.152,2.14173714816421
"853",1.155,2.1318768002215
"854",1.156,2.12856640666142
"855",1.159,2.11858242479814
"856",1.16,2.1152411260193
"857",1.1602,2.11457228932647
"858",1.163,2.10519540239254
"859",1.164,2.10184385910043
"860",1.1658,2.09581357213471
"861",1.166,2.09514401172881
"862",1.168,2.08845709748966
"863",1.1697,2.08279115372391
"864",1.17,2.08179347930213
"865",1.172,2.07516345949094
"866",1.173,2.07186426682442
"867",1.174,2.06857733635031
"868",1.1758,2.06269588046918
"869",1.176,2.06204541430105
"870",1.178,2.05557804587642
"871",1.1791,2.05205224006598
"872",1.18,2.04918553896763
"873",1.1812,2.04539027097716
"874",1.182,2.04287821978124
"875",1.184,2.03666638840961
"876",1.1855,2.03207638872795
"877",1.186,2.03056034961897
"878",1.188,2.02457047566478
"879",1.1888,2.0222093348095
"880",1.189,2.02162228909715
"881",1.1899,2.01899700992209
"882",1.192,2.01298034708835
"883",1.1927,2.01101020529803
"884",1.193,2.01017149611268
"885",1.196,2.00197855848022
"886",1.1965,2.00064881356218
"887",1.197,1.99932970012617
"888",1.2,1.99164762072657
"889",1.2004,1.99065459661667
"890",1.203,1.9843893323281
"891",1.204,1.98207010288094
"892",1.2042,1.98161249343274
"893",1.206,1.97758965752646
"894",1.208,1.97332854090846
"895",1.2081,1.973121432021
"896",1.211,1.96737061626713
"897",1.2119,1.96568920155752
"898",1.212,1.96550547002183
"899",1.213,1.96370291429332
"900",1.2137,1.96247901432122
"901",1.216,1.95868021821107
"902",1.217,1.95713448759394
"903",1.2176,1.95623764535572
"904",1.218,1.95565250026813
"905",1.2196,1.95341312822694
"906",1.22,1.95287853290388
"907",1.222,1.95035588600432
"908",1.224,1.94808215039968
"909",1.226,1.94605483133829
"910",1.2276,1.94460876673063
"911",1.228,1.94427151161239
